Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
,Red Caps,                           Star World                           ,Biddybuggy,Polterpup,,A,D,30,Speedster,113.0,5.0,No,Yes,"Green Shell, 1-Up Mushroom, Fire Flower",133,81,1.0,Mario Strikers
,MUSHROOM ROYALTY,mUSHROOM kINGDOM,Scooter,Goomba,D,B,A,9,Item Specialist,76.0,3.0,No,No,Fire Flower,344,91,5.0,Super Mario Odyssey
,Sarasaland Stars,                  sTAR wORLD                           ,                  Pipe Frame         ,sHY gUY,D,A,S,6,Speedster,-79.0,1.00611,Yes,No,Super Mushroom,456,68,1.0,Mario Kart 8 Deluxe
Daisy,Dino Buddies,Koopa Kingdom,Biddybuggy,pOLTERPUP,D,A,D,9,Drifter,121.0,5.0,Yes,,"Super Mushroom, Red Shell, 1-Up Mushroom",214,37,5.0,Mario Kart 8 Deluxe
,Red Caps,Toad Town,Biddybuggy,Yoshi,D,S,S,30,Blocker,39.0,0.0,Yes,No,Super Mushroom,0,71,6.0,         Super Mario Bros.                           
,Tricksters,Star World,Mach 8,sHY gUY,D,B,D,24,Blocker,72.0,1.2816,No,Yes,"Red Shell, 1-Up Mushroom",53,60,5.0,Super Mario World
,Red Caps,Toad Town,Circuit Special,lUMA,A,D,D,6,Item Specialist,147.0,2.0,Yes,,"Red Shell, Super Star",373,56,10.0,Mario Strikers
Waluigi,KOOPA CLAN,         Koopa Kingdom         ,Circuit Special,pOLTERPUP,C,S,A,23,Speedster,60.27423,1.0,Yes,Yes,"Red Shell, 1-Up Mushroom, Super Star",363,35,5.0,         Mario Party Superstars                  
Waluigi,Koopa Clan,Yoshi's Island,Scooter,sHY gUY,B,B,D,19,Speedster,194.8425,2.5382,Yes,No,"Super Mushroom, 1-Up Mushroom, Red Shell",168,52,7.0,Super Mario World
,Green Caps,         Star World         ,Biddybuggy,gOOMBA,C,B,C,12,Item Specialist,64.0,3.0,Yes,No,"1-Up Mushroom, Green Shell",92,35,3.0,                           Super Mario World                           
Bowser Jr.,RED CAPS,Yoshi's Island,                           Comet Bike                  ,sHY gUY,,S,B,24,Driver,67.0,0.0,Yes,,"Red Shell, Banana Peel",363,72,10.0,Mario Party Superstars
Wario,Mushroom Royalty,Yoshi's Island,                           Comet Bike                  ,pOLTERPUP,A,A,D,6,Drifter,176.61,0.0,Yes,Yes,Red Shell,439,94,6.0,                  Mario Kart 8 Deluxe                           
Daisy,KOOPA CLAN,Star World,Comet Bike,tOAD,,C,C,20,Item Specialist,117.0,4.0,Yes,,"Fire Flower, Red Shell",140,75,2.0,Super Mario Odyssey
Yoshi,Green Caps,Yoshi's Island,                  Comet Bike                           ,Koopa Troopa,D,B,B,8,Driver,72.0,2.0,No,Yes,"Fire Flower, Red Shell",238,34,3.0,Mario Kart 8 Deluxe
Daisy,Mushroom Royalty,Toad Town,Comet Bike,Shy Guy,,C,A,22,Item Specialist,130.3553,0.0,Yes,,"Super Star, 1-Up Mushroom",16,71,0.0,Super Mario Bros.
Peach,Dino Buddies,Star World,Biddybuggy,yOSHI,B,C,S,7,Driver,57.0,2.0,Yes,No,Green Shell,134,64,10.8547,Super Mario Odyssey
,TRICKSTERS,Mushroom Kingdom,                  Pipe Frame         ,pOLTERPUP,S,B,B,12,Item Specialist,139.1,5.6,Yes,,Super Mushroom,47,62,0.0,Super Mario World
,GREEN CAPS,Toad Town,                           Scooter                           ,Luma,S,D,D,19,Item Specialist,-30.0,0.0,Yes,Yes,"Fire Flower, Super Star",200,93,9.0,Super Mario Bros.
Daisy,TOAD BRIGADE,Yoshi's Island,Circuit Special,Luma,S,S,B,16,Speedster,37.0,3.0,Yes,Yes,"Red Shell, Green Shell, Super Star",424,91,3.0,Super Mario Bros.
Yoshi,Tricksters,Toad Town,Scooter,Goomba,,D,A,24,Blocker,61.0,2.0,No,,Banana Peel,496,49,6.0,                           Super Mario Bros.                  
,Dino Buddies,Yoshi's Island,Mach 8,Shy Guy,A,S,B,24,Drifter,120.0,1.319976,No,No,Green Shell,59,52,0.0,Super Mario Odyssey
Toadette,DINO BUDDIES,Donut Plains,Scooter,Koopa Troopa,,D,A,24,Item Specialist,15.0,4.03,Yes,No,"Fire Flower, Red Shell, Super Star",497,80,9.0,Mario Kart 8 Deluxe
,Mushroom Royalty,                  Koopa Kingdom         ,Scooter,tOAD,A,S,A,9,Speedster,-54.0,5.15,Yes,No,"Green Shell, Red Shell",84,82,1.0,Super Mario World
Yoshi,Dino Buddies,Mushroom Kingdom,Scooter,Shy Guy,D,A,D,18,Drifter,100.0,5.3541,No,No,Red Shell,40,76,1.019466,Mario Kart 8 Deluxe
,,Donut Plains,Standard Kart,yOSHI,,B,B,19,Drifter,108.0,0.0,No,No,"Fire Flower, Banana Peel",460,89,8.0,Super Mario World
Rosalina,TOAD BRIGADE,tOAD tOWN,         Scooter                           ,Luma,B,C,B,13,Item Specialist,47.0,4.0,No,Yes,"Super Star, Red Shell",497,77,1.0,Mario Kart 8 Deluxe
Bowser,Red Caps,Koopa Kingdom,Biddybuggy,Goomba,C,C,C,12,Blocker,116.0,3.0,Yes,,"1-Up Mushroom, Super Star",193,82,8.0,                  Super Mario World         
,Green Caps,Star World,Scooter,Koopa Troopa,A,C,D,23,Driver,-77.0,3.0,No,No,Banana Peel,293,33,0.0,Super Mario World
Yoshi,Koopa Clan,yOSHI'S iSLAND,                           Circuit Special                           ,yOSHI,,B,B,8,Drifter,39.0,5.0,Yes,Yes,"Banana Peel, Super Star",406,95,3.0,Super Mario Bros.
Toadette,Mushroom Royalty,Star World,Comet Bike,Yoshi,,A,S,20,Item Specialist,-35.0,4.0,Yes,Yes,"1-Up Mushroom, Banana Peel, Super Mushroom",241,29,6.0,Mario Kart 8 Deluxe
Wario,Sarasaland Stars,Donut Plains,Biddybuggy,lUMA,D,A,C,18,Item Specialist,54.0,2.6,No,,"1-Up Mushroom, Green Shell",243,71,5.0,Mario Strikers
Bowser,Mushroom Royalty,Mushroom Kingdom,         Pipe Frame                           ,yOSHI,A,C,D,16,Item Specialist,140.0,3.0,No,No,Green Shell,355,37,7.0,Mario Tennis Aces
Bowser Jr.,Dino Buddies,Koopa Kingdom,Scooter,Polterpup,D,S,C,26,Speedster,-70.0,5.0,Yes,Yes,"1-Up Mushroom, Green Shell, Banana Peel",232,60,7.0,Mario Tennis Aces
Toadette,Red Caps,Yoshi's Island,Standard Kart,sHY gUY,,S,S,23,Driver,34.06,3.0,No,,1-Up Mushroom,270,89,4.0,Mario Strikers
Peach,Tricksters,                           Toad Town                           ,Comet Bike,Luma,D,S,S,5,Drifter,178.0,3.0,Yes,,"Red Shell, Super Mushroom, Green Shell",280,76,6.0,Super Mario World
Mario,RED CAPS,Star World,Scooter,Polterpup,,C,S,11,Driver,-90.0,5.0,Yes,,"Red Shell, 1-Up Mushroom, Banana Peel",239,30,8.0,Mario Kart 8 Deluxe
Waluigi,SARASALAND STARS,                  Star World         ,Scooter,pOLTERPUP,B,S,B,29,Item Specialist,11.0,0.0,No,Yes,Green Shell,240,65,10.0,Super Mario Odyssey
Daisy,MUSHROOM ROYALTY,Toad Town,                           Standard Kart                           ,lUMA,D,S,A,7,Drifter,110.0,0.0,Yes,,"Super Star, Green Shell, 1-Up Mushroom",87,29,8.0,                  Mario Party Superstars                  
,Dino Buddies,Yoshi's Island,                  Circuit Special         ,Koopa Troopa,,A,C,14,Drifter,1.0,0.0,No,No,"Green Shell, Fire Flower",197,55,3.0,         Mario Kart 8 Deluxe                           
Rosalina,Red Caps,                           Star World                  ,                  Standard Kart         ,Polterpup,A,C,S,16,Drifter,196.0,3.8652,No,,"Fire Flower, Green Shell, Super Mushroom",268,26,4.0,Mario Tennis Aces
,MUSHROOM ROYALTY,Yoshi's Island,Pipe Frame,yOSHI,S,D,S,23,Blocker,196.89,2.0,No,Yes,"Banana Peel, Super Mushroom",182,34,7.0,Mario Tennis Aces
Luigi,DINO BUDDIES,dONUT pLAINS,Biddybuggy,pOLTERPUP,S,B,D,25,Blocker,-67.0,0.0,Yes,,"Super Star, Super Mushroom",330,28,0.0,Super Mario Bros.
,Sarasaland Stars,                  Mushroom Kingdom         ,Pipe Frame,pOLTERPUP,S,A,A,25,Speedster,117.0,3.0,No,No,"Banana Peel, 1-Up Mushroom, Red Shell",309,76,10.0,Super Mario World
Bowser Jr.,KOOPA CLAN,Star World,         Standard Kart                  ,yOSHI,,A,A,26,Drifter,60.0,5.0,Yes,No,"Super Star, Fire Flower",88,67,4.0,Super Mario Bros.
,Green Caps,Yoshi's Island,Scooter,gOOMBA,C,A,S,6,Blocker,83.0,3.0,No,,"Fire Flower, 1-Up Mushroom, Banana Peel",57,62,4.0,Super Mario Bros.
Mario,Tricksters,Yoshi's Island,Standard Kart,sHY gUY,C,B,C,13,Driver,196.76,0.0,Yes,,"Fire Flower, Banana Peel, Super Mushroom",102,58,6.0,Super Mario Bros.
Luigi,Red Caps,Yoshi's Island,Mach 8,pOLTERPUP,D,C,D,20,Drifter,-11.0,5.0,No,No,"Banana Peel, Green Shell, Super Mushroom",439,95,7.0,Mario Party Superstars
Bowcser Jr.,RED CAPS,Koopa Kingdom,Comet Bike,kOOPA tROOPA,D,S,S,12,Blocker,105.0,4.0,No,Yes,"Super Mushroom, Green Shell, Super Star",301,67,1.0,Super Mario World
,Sarasaland Stars,         Star World         ,Comet Bike,tOAD,B,A,D,17,Driver,182.0,4.0,No,No,"Green Shell, 1-Up Mushroom, Super Star",247,28,6.0,Super Mario Odyssey
Peach,,Yoshi's Island,Circuit Special,Luma,C,C,D,24,Drive%r,-31.0,4.0,No,No,"Banana Peel, Fire Flower",90,98,5.0,         Super Mario Odyssey         
,Tricksters,         Koopa Kingdom                           ,Mach 8,Toad,,D,B,6,Drifter,184.99617,0.58146,Yes,,Banana Peel,119,47,2.0,Super Mario Odyssey
Toiadette,Dino Buddies,                  Yoshi's Island                  ,                           Mach 8                  ,lUMA,A,C,B,9,Item Specialist,173.0,2.0,No,Yes,"Banana Peel, Fire Flower",3,91,2.0,Super Mario Odyssey
Waluigi,Koopa Clan,Mushroom Kingdom,Biddybuggy,Polterpup,B,A,B,30,Drifter,143.0,5.0,No,No,"Super Star, Fire Flower, 1-Up Mushroom",313,86,9.0,Super Mario World
,TRICKSTERS,Donut Plains,Comet Bike,Yoshi,,S,C,13,Speedster,138.0,4.0,No,No,"Fire Flower, Super Mushroom, Green Shell",31,46,9.0,Super Mario World
Bowser Jr.,TOAD BRIGADE,Mushroom Kingdom,Comet Bike,gOOMBA,,S,D,24,Blocker,-11.279,3.0,Yes,Yes,"Super Mushroom, Super Star, 1-Up Mushroom",280,69,5.0,Mario Strikers
Toadette,RED CAPS,Toad Town,Pipe Frame,tOAD,B,D,S,23,Drifter,-28.0,3.0,Yes,No,"Banana Peel, 1-Up Mushroom, Super Star",317,35,2.0,Super Mario World
,Green Caps,Donut Plains,Comet Bike,Goomba,,D,A,13,Item Specialist,-42.0,5.0,No,No,"Banana Peel, Red Shell",471,46,2.0,Mario Party Superstars
Luigi,Dino Buddies,         Mushroom Kingdom                  ,Pipe Frame,Yoshi,,B,S,27,Speedster,177.0,3.0,Yes,Yes,"Green Shell, Fire Flower",233,92,2.0,Mario Party Superstars
Mario,Red Caps,Toad Town,Comet Bike,sHY gUY,S,C,A,17,Drifter,47.0,2.0,No,No,"Green Shell, 1-Up Mushroom",166,56,3.0,Mario Party Superstars
,Mushroom Royalty,                  Donut Plains         ,                           Comet Bike         ,tOAD,,D,C,10,Driver,190.0,2.0,Yes,No,"Super Mushroom, Banana Peel",225,50,7.0,Super Mario World
Bowser Jr.,Toad Brigade,yOSHI'S iSLAND,Comet Bike,Toad,D,B,S,20,Speedster,-13.0,1.0,Yes,No,Banana Peel,288,100,6.0,Mario Strikers
,Toad Brigade,Star World,Comet Bike,tOAD,,D,D,24,Driver,73.0,4.0,No,Yes,"Red Shell, Green Shell",90,35,6.0,Super Mario Odyssey
Toad,Koopa Clan,tOAD tOWN,Comet Bike,Toad,S,B,D,13,Driver,-63.290968,3.0,No,Yes,"Red Shell, Fire Flower, Green Shell",479,87,0.0,Mario Kart 8 Deluxe
Wario,Toad Brigade,         Toad Town                  ,Comet Bike,Shy Guy,S,D,S,12,Spe_edster,87.0,2.0,Yes,Yes,"Super Mushroom, Fire Flower, Red Shell",186,33,4.0,Super Mario Odyssey
WaluigYi,Tricksters,Toad Town,Biddybuggy,gOOMBA,S,B,D,16,D&rifter,139.4894,1.0,No,No,"Super Mushroom, Banana Peel, Super Star",416,89,3.0,Mario Tennis Aces
,Red Caps,Toad Town,Pipe Frame,Goomba,C,A,C,12,Drifter,-89.0,2.362299,Yes,No,Super Star,130,59,10.0,Mario Strikers
,Koopa Clan,Toad Town,Scooter,tOAD,B,C,C,6,Item Specialist,151.0,4.401748,No,Yes,"Super Mushroom, Super Star, Red Shell",450,41,2.0,Super Mario World
Luigi,Koopa Clan,Koopa Kingdom,Biddybuggy,tOAD,A,C,S,29,Driver,129.0,5.75593,No,No,"Super Mushroom, 1-Up Mushroom, Banana Peel",358,40,8.0,Super Mario World
,Toad Brigade,Koopa Kingdom,Pipe Frame,kOOPA tROOPA,,B,S,8,I<tem Specialist,51.0,0.0,No,,"Super Mushroom, Super Star",333,43,6.0,Super Mario Odyssey
Luigi,TRICKSTERS,Yoshi's Island,Biddybuggy,yOSHI,A,B,C,30,Drifter,172.0,0.0,Yes,No,Banana Peel,334,52,3.0,         Mario Tennis Aces         
Peach,Toad Brigade,Koopa Kingdom,Scooter,Luma,S,B,B,6,Blo&cker,-1.0,5.0,No,,"Green Shell, Banana Peel, Super Mushroom",269,57,1.0,Super Mario World
Toad,Toad Brigade,Koopa Kingdom,Pipe Frame,sHY gUY,A,S,C,20,Driver,7.0,5.7,No,,Super Star,378,40,0.0,Mario Party Superstars
Wario,Sarasaland Stars,Donut Plains,Scooter,gOOMBA,C,D,B,22,Blocker,91.0,0.0,No,No,"Banana Peel, Red Shell",25,68,5.0,Super Mario World
WaPrio,Mushroom Royalty,Toad Town,Pipe Frame,kOOPA tROOPA,C,A,C,28,Driver,-31.96,5.56691,No,Yes,"Red Shell, 1-Up Mushroom",170,63,9.0,Mario Tennis Aces
,Red Caps,Mushroom Kingdom,Pipe Frame,pOLTERPUP,C,S,C,29,Speedster,-28.0,1.0,No,Yes,"1-Up Mushroom, Banana Peel, Super Mushroom",55,35,7.0,                  Super Mario Bros.                           
,KOOPA CLAN,Yoshi's Island,                           Scooter                  ,Koopa Troopa,B,D,B,30,Blocker,75.0,4.0,No,,Super Star,457,55,2.0,Super Mario Bros.
Toadette,Koopa Clan,Donut Plains,Biddybuggy,pOLTERPUP,A,D,B,24,Drifter,59.49,1.1669,No,,"Fire Flower, 1-Up Mushroom, Green Shell",479,94,8.0,Super Mario Bros.
Bowser,Mushroom Royalty,Koopa Kingdom,Circuit Special,kOOPA tROOPA,A,B,A,19,Driver,-52.0,2.0,No,,"Super Mushroom, Fire Flower, 1-Up Mushroom",93,47,9.0,Mario Party Superstars
Toad,,Koopa Kingdom,                  Comet Bike                           ,Polterpup,,S,A,26,Drifter,1.0,0.0,Yes,No,"Fire Flower, Super Mushroom, Red Shell",148,30,10.0,                           Mario Strikers         
Toad,Dino Buddies,Star World,                  Scooter                  ,Luma,,A,D,18,Blocker,118.0,2.0,Yes,No,"1-Up Mushroom, Fire Flower",447,61,3.0,                  Mario Kart 8 Deluxe                           
Mario,TOAD BRIGADE,Koopa Kingdom,Comet Bike,Toad,B,C,B,14,Driver,-93.0,2.0,No,No,1-Up Mushroom,302,52,9.0,Mario Party Superstars
,Mushroom Royalty,Mushroom Kingdom,Biddybuggy,pOLTERPUP,C,C,C,19,Speedster,74.0,3.0,Yes,No,"Green Shell, Banana Peel, Super Mushroom",469,62,3.0,Super Mario Bros.
Bowser Jr.,Red Caps,Toad Town,                  Standard Kart                           ,Polterpup,,D,A,24,Item Specialist,-43.0,3.0,Yes,No,"Super Star, 1-Up Mushroom, Green Shell",489,38,2.0,Super Mario Bros.
Toad,Dino Buddies,Donut Plains,                           Standard Kart         ,Koopa Troopa,,C,D,22,Speedster,165.0,1.0,No,,"Banana Peel, 1-Up Mushroom, Green Shell",338,52,6.0,Super Mario Odyssey
,GREEN CAPS,Yoshi's Island,Mach 8,Goomba,C,D,A,10,Item Specialist,-49.0,3.0,Yes,,"Super Mushroom, Red Shell",98,34,2.0,Mario Party Superstars
Bowser Jr.,Green Caps,mUSHROOM kINGDOM,Scooter,yOSHI,A,C,A,14,Speedster,-85.60557,4.0,No,Yes,"Banana Peel, Super Mushroom",264,28,6.0,Mario Kart 8 Deluxe
Toadette,Green Caps,                  tOAD tOWN         ,Scooter,Toad,,S,C,11,Blocker,121.0,0.0,No,,"Green Shell, Red Shell, Fire Flower",307,52,2.0,Super Mario Bros.
,Tricksters,Donut Plains,Scooter,gOOMBA,D,B,S,16,Item Specialist,116.0,0.0,No,No,"1-Up Mushroom, Red Shell, Green Shell",481,30,7.0,Mario Strikers
Bowser,TRICKSTERS,kOOPA kINGDOM,         Scooter                  ,Koopa Troopa,S,D,A,10,Speedster,187.0,3.0,No,No,"Super Star, Banana Peel, Fire Flower",269,75,2.0,Super Mario Bros.
,Red Caps,tOAD tOWN,Standard Kart,kOOPA tROOPA,A,S,C,25,Driver,7.93,2.0,No,,"Super Mushroom, Banana Peel, Green Shell",10,92,1.0,Super Mario Bros.
Toad,Tricksters,Toad Town,Mach 8,Yoshi,A,S,S,12,Drifter,129.0,0.9315,Yes,No,"Banana Peel, Super Mushroom",264,83,0.0,                  Mario Kart 8 Deluxe                           
,Red Caps,Mushroom Kingdom,                           Comet Bike                  ,Koopa Troopa,D,D,C,19,Blocker,-1.0,3.0,No,Yes,"Super Mushroom, Red Shell, 1-Up Mushroom",213,83,9.98217,                           Mario Tennis Aces                           
Toad,Sarasaland Stars,                  Yoshi's Island                  ,Circuit Special,Shy Guy,A,D,C,25,Speedster,52.0,3.0,No,Yes,Red Shell,212,80,10.0,Mario Strikers
Mario,Koopa Clan,Star World,Pipe Frame,sHY gUY,D,D,B,24,Drifter,-7.0,2.0,No,Yes,"Green Shell, 1-Up Mushroom",349,34,4.0,Mario Party Superstars
,Tricksters,Mushroom Kingdom,Mach 8,Toad,D,C,B,5,Drifter,160.0,2.0,Yes,,"Red Shell, Fire Flower, Super Mushroom",141,46,8.0,                           Mario Tennis Aces         
ToadeZtte,Tricksters,                  Yoshi's Island                           ,Circuit Special,Yoshi,B,S,C,26,Speedster,-15.0,3.0,Yes,,"1-Up Mushroom, Banana Peel",275,70,5.0,                           Super Mario Bros.                  
Wario,Dino Buddies,Toad Town,Biddybuggy,Yoshi,,A,S,9,Driver,29.0,3.9796,Yes,No,Super Star,184,87,7.0,Mario Kart 8 Deluxe
,Red Caps,Yoshi's Island,Pipe Frame,Shy Guy,D,S,D,10,Driver,-15.23,3.0,No,Yes,"Super Mushroom, Banana Peel",283,47,6.0,Super Mario Bros.
Waluigi,Dino Buddies,Koopa Kingdom,Pipe Frame,Yoshi,,B,C,21,Driver,96.0,1.23306,Yes,No,"1-Up Mushroom, Fire Flower, Super Star",150,58,9.0,Mario Strikers
Bowser Jr.,,kOOPA kINGDOM,         Pipe Frame         ,tOAD,,A,A,6,Speedster,-48.0,0.0,Yes,Yes,"Red Shell, Banana Peel, Super Star",460,51,8.0,Mario Strikers
Bowser Jr.,Green Caps,         Donut Plains                           ,Comet Bike,lUMA,,C,C,27,Speedster,38.0,2.0,No,No,"Green Shell, Red Shell",342,99,5.0,Super Mario Odyssey
Bowser Jr.,,kOOPA kINGDOM,Biddybuggy,Polterpup,C,D,A,24,Item Specialist,-94.0,1.0,Yes,No,Fire Flower,240,27,2.0,Super Mario Bros.
Peach,Green Caps,         Toad Town                  ,Pipe Frame,pOLTERPUP,D,C,C,21,Drifter,-79.0,5.0,Yes,Yes,"Super Mushroom, 1-Up Mushroom, Banana Peel",52,68,3.0,                  Mario Kart 8 Deluxe                           
Bowser,Red Caps,Koopa Kingdom,Mach 8,Toad,S,A,S,8,Blocker,44.0,0.0,No,Yes,"Green Shell, Super Mushroom",361,96,10.0,Super Mario Bros.
,RED CAPS,                  Mushroom Kingdom         ,Biddybuggy,pOLTERPUP,S,B,S,19,Speedster,5.0,3.0,Yes,No,Super Star,275,42,10.0,Mario Strikers
Bowser Jr.,Sarasaland Stars,Toad Town,Circuit Special,kOOPA tROOPA,,B,A,18,Item Specialist,186.0,2.0,Yes,No,"Fire Flower, 1-Up Mushroom, Super Mushroom",130,33,0.0,                           Super Mario Odyssey                           
Daisy,Tricksters,Toad Town,Standard Kart,Yoshi,,D,B,12,Drifter,-58.33998,5.0,No,Yes,"Super Star, Green Shell",274,29,1.0,Super Mario World
,Koopa Clan,         Donut Plains         ,                  Mach 8                           ,Polterpup,S,C,D,10,Item Specialist,151.0,3.0,Yes,No,"1-Up Mushroom, Banana Peel, Red Shell",378,46,4.0,Super Mario Bros.
Daisy,Tricksters,                  yOSHI'S iSLAND                  ,Pipe Frame,gOOMBA,C,D,C,19,Item Specialist,-19.0,0.0,No,Yes,"Fire Flower, Banana Peel",200,79,10.0,Mario Strikers
Mario,Green Caps,Koopa Kingdom,Biddybuggy,sHY gUY,,A,B,10,Driver,132.0,2.0,Yes,No,Fire Flower,188,69,8.0,Mario Kart 8 Deluxe
,Toad Brigade,Yoshi's Island,Comet Bike,tOAD,D,B,C,28,D+rifter,45.0,1.0,Yes,Yes,"1-Up Mushroom, Banana Peel, Super Mushroom",485,93,7.0,Mario Tennis Aces
Peach,Tricksters,sTAR wORLD,Standard Kart,kOOPA tROOPA,D,D,S,8,Driver,127.0,4.0,Yes,No,Banana Peel,452,65,6.0,Mario Strikers
,Sarasaland Stars,                  Star World                           ,                           Circuit Special         ,pOLTERPUP,B,B,B,12,Driver,16.0,5.0,Yes,,"Fire Flower, 1-Up Mushroom",26,64,5.0,Super Mario World
,Dino Buddies,Mushroom Kingdom,Circuit Special,tOAD,C,S,A,26,Item Specialist,137.0,3.0,No,Yes,"Fire Flower, Green Shell",150,64,6.0,Super Mario World
Daisy,Sarasaland Stars,Toad Town,Standard Kart,Luma,A,D,B,23,Blocker,-53.0,5.0,Yes,Yes,"Super Star, Fire Flower",184,66,6.0,Super Mario Odyssey
Bowser Jr.,Red Caps,Toad Town,Circuit Special,Shy Guy,S,D,B,18,Blocker,138.0,0.0,Yes,No,"Red Shell, Banana Peel, Fire Flower",288,39,4.0,Super Mario Bros.
Luigi,Toad Brigade,Mushroom Kingdom,Comet Bike,yOSHI,C,S,A,22,Blocker,124.9,1.0,Yes,Yes,Super Mushroom,182,57,3.0,Mario Party Superstars
Toadette,SARASALAND STARS,Koopa Kingdom,                  Scooter                           ,pOLTERPUP,C,C,C,7,Item Specialist,191.0,3.0,No,,"Fire Flower, Super Star",398,80,0.0,Mario Kart 8 Deluxe
Yoshi,Toad Brigade,Mushroom Kingdom,Standard Kart,pOLTERPUP,B,B,D,12,Driver,191.0,0.1181,Yes,,"Super Mushroom, Banana Peel, Super Star",90,65,4.0,Mario Party Superstars
,Koopa Clan,Star World,Mach 8,Toad,S,D,C,18,Blocker,141.3346,5.0,Yes,Yes,"Red Shell, 1-Up Mushroom",307,91,5.0,Mario Strikers
,Green Caps,Koopa Kingdom,Pipe Frame,yOSHI,,A,S,24,Item Specialist,121.0,2.0,Yes,No,"Super Mushroom, Fire Flower, 1-Up Mushroom",322,34,5.0,                           Mario Party Superstars                           
Wario,TRICKSTERS,Star World,Circuit Special,Koopa Troopa,,A,S,6,Blocker,-3.0,0.0,Yes,No,"Super Star, Fire Flower",263,86,0.0,Super Mario Bros.
Yoshi,Green Caps,         Star World                  ,         Pipe Frame                           ,pOLTERPUP,,D,B,7,Sp/eedster,12.73126,2.0,Yes,,"Super Mushroom, 1-Up Mushroom",58,71,2.0,                           Mario Party Superstars                           
Rosalina,Mushroom Royalty,                  Donut Plains                  ,Mach 8,gOOMBA,,C,D,28,Drifter,63.0,4.0,Yes,No,"Fire Flower, Banana Peel",439,90,4.0,Super Mario Bros.
Luigi,Toad Brigade,Yoshi's Island,Biddybuggy,Yoshi,S,S,S,21,Dr~iver,177.0,2.0,Yes,,"Red Shell, Super Star, Banana Peel",479,38,10.0,Mario Strikers
,SARASALAND STARS,                           Yoshi's Island                  ,Pipe Frame,Polterpup,C,C,C,20,Driver,183.0,1.0,No,Yes,"Super Mushroom, Banana Peel, Fire Flower",118,70,4.0,                           Mario Kart 8 Deluxe                  
Bowser,Toad Brigade,Donut Plains,Mach 8,gOOMBA,D,S,B,25,Speedster,-28.2,3.0,No,,Banana Peel,249,62,7.0,Super Mario World
Rosalina,Sarasaland Stars,Donut Plains,         Biddybuggy                           ,pOLTERPUP,B,D,D,22,Item Specialist,-14.0,2.4001,No,Yes,"Green Shell, Super Mushroom",31,39,0.0,Mario Party Superstars
,Dino Buddies,Yoshi's Island,         Scooter         ,Toad,D,D,B,12,Driver,-22.0,3.0,Yes,No,Green Shell,5,71,1.0,Mario Kart 8 Deluxe
,Koopa Clan,tOAD tOWN,                  Scooter                           ,kOOPA tROOPA,A,A,B,18,Speedster,14.0,5.0,Yes,Yes,Red Shell,470,93,8.0,Super Mario World
Bowser,Koopa Clan,                           yOSHI'S iSLAND         ,         Circuit Special         ,Polterpup,A,D,C,24,Driver,-84.0,2.0,Yes,No,"Super Star, Fire Flower",144,94,1.0,Mario Tennis Aces
,KOOPA CLAN,Toad Town,Pipe Frame,Koopa Troopa,D,S,A,14,Blocker,-54.0,5.3714,Yes,Yes,"Banana Peel, 1-Up Mushroom, Super Star",35,75,3.0,Super Mario Odyssey
,Sarasaland Stars,Mushroom Kingdom,         Mach 8                  ,Yoshi,C,D,S,5,Item Specialist,37.0,4.0,No,Yes,"Fire Flower, Super Star, Green Shell",126,76,10.0,                  Mario Kart 8 Deluxe                  
,Toad Brigade,Star World,         Mach 8                           ,lUMA,B,C,C,11,Drive(r,-22.0,0.92126,Yes,Yes,Banana Peel,404,54,2.0,Super Mario Odyssey
Daisy,Toad Brigade,Koopa Kingdom,Standard Kart,gOOMBA,,D,C,11,Speedster,184.0,3.0,No,No,Green Shell,61,83,2.0,Super Mario Odyssey
Luigi,TRICKSTERS,sTAR wORLD,                  Scooter                           ,Shy Guy,D,C,A,16,Item $Specialist,65.1035,0.0,No,,"1-Up Mushroom, Super Star, Super Mushroom",394,76,6.0,                  Super Mario World                  
Mario,Dino Buddies,                           dONUT pLAINS                  ,Standard Kart,Shy Guy,B,C,D,28,Item Specialist,174.881,5.0654,No,Yes,"Super Mushroom, 1-Up Mushroom, Green Shell",277,30,0.0,Super Mario Bros.
Mario,Tricksters,Donut Plains,Pipe Frame,Polterpup,B,B,B,14,Drifter,14.0,5.265,Yes,No,"Green Shell, Super Star",420,73,5.0,Super Mario Bros.
,Green Caps,Yoshi's Island,Mach 8,Polterpup,D,S,D,15,Drifter,74.0,1.01,Yes,,"Super Mushroom, Fire Flower",122,34,8.0,Mario Tennis Aces
,Sarasaland Stars,                  yOSHI'S iSLAND                  ,Comet Bike,Polterpup,,C,B,16,Driver,184.0,3.0,No,,"Red Shell, Super Star",417,79,9.0,Mario Party Superstars
,RED CAPS,Star World,Pipe Frame,gOOMBA,A,C,A,27,Drifter,12.0,5.7,Yes,Yes,"Green Shell, Super Star",499,62,9.0,Super Mario Bros.
Wario,Koopa Clan,kOOPA kINGDOM,Standard Kart,yOSHI,,C,D,25,Drifter,62.0,1.0,No,,"Red Shell, Green Shell",185,51,1.0,Mario Kart 8 Deluxe
