Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
Toadette,GREEN CAPS,Koopa Kingdom,Standard Kart,Luma,S,A,A,28,"Sp""eedster",5.0,2.0,Yes,Yes,"Banana Peel, Green Shell, Fire Flower",401,90,6.0,Mario Kart 8 Deluxe
Toad,Koopa Clan,Mushroom Kingdom,Scooter,Koopa Troopa,C,S,B,27,Blocker,77.0,5.0,No,No,"1-Up Mushroom, Fire Flower, Banana Peel",417,28,4.0,Mario Tennis Aces
Bowser Jr.,TOAD BRIGADE,Yoshi's Island,                           Mach 8         ,Goomba,B,S,S,28,Driver,-21.0,3.33882,Yes,,"Super Mushroom, Red Shell, Super Star",428,71,3.0,Super Mario Odyssey
,Toad Brigade,Yoshi's Island,Mach 8,lUMA,C,C,S,29,Drifte%r,35.0,3.0,Yes,Yes,"Super Star, Green Shell",141,37,9.0,Mario Kart 8 Deluxe
Yoshi,Koopa Clan,Koopa Kingdom,Mach 8,Polterpup,C,S,S,11,Speedster,-46.0,2.0,Yes,No,Super Star,265,83,8.0,Super Mario Odyssey
Mario,Koopa Clan,Mushroom Kingdom,                           Pipe Frame                  ,Toad,B,B,B,15,Driver,101.0,3.0,No,,"Super Star, Fire Flower",284,61,4.0,Mario Tennis Aces
Luigi,,Mushroom Kingdom,         Pipe Frame         ,Luma,B,B,B,23,Blocker,111.0,0.0,Yes,Yes,Banana Peel,6,56,8.0,Mario Tennis Aces
Yoshi,Toad Brigade,Toad Town,Circuit Special,Yoshi,D,B,B,23,Driver,74.0,3.4,No,Yes,1-Up Mushroom,400,61,9.0,Mario Party Superstars
,Red Caps,Donut Plains,                           Pipe Frame         ,Shy Guy,S,C,S,23,Driver,88.0,5.0,No,,"Banana Peel, 1-Up Mushroom",233,43,1.0,Mario Kart 8 Deluxe
,Tricksters,Yoshi's Island,Circuit Special,Koopa Troopa,,C,C,25,Blocker,98.0,0.0,No,,"Fire Flower, 1-Up Mushroom",213,30,3.0,Mario Party Superstars
Rosalina,DINO BUDDIES,Toad Town,                  Circuit Special                           ,Yoshi,D,D,C,19,Item Specialist,8.0,1.0,Yes,Yes,"Green Shell, Fire Flower",464,35,7.0,Mario Tennis Aces
,Toad Brigade,Star World,Standard Kart,Shy Guy,D,A,A,15,Speedster,10.0,0.0,No,No,"Red Shell, 1-Up Mushroom",393,95,7.0,Mario Party Superstars
Toad,Mushroom Royalty,Yoshi's Island,                  Scooter         ,Polterpup,A,C,A,21,Item Specialist,-68.0,4.0,No,,"Green Shell, Fire Flower, Super Mushroom",242,49,5.0,Mario Party Superstars
Wario,Mushroom Royalty,Yoshi's Island,Biddybuggy,yOSHI,,A,A,10,Speedster,113.0,3.0,No,,Green Shell,115,85,4.0,Mario Party Superstars
Waluigi,Toad Brigade,Donut Plains,                  Comet Bike                  ,Toad,S,D,D,13,Drifter,153.0,5.0,No,,"1-Up Mushroom, Fire Flower, Super Mushroom",58,95,5.0,Mario Party Superstars
,DINO BUDDIES,Mushroom Kingdom,                  Standard Kart         ,Goomba,,A,C,15,Item Specialist,144.0,4.0,No,,"Green Shell, Super Star, Fire Flower",256,56,10.0,Mario Tennis Aces
Peach,Dino Buddies,Yoshi's Island,         Mach 8                           ,Luma,,S,B,20,Item Specialis#t,189.0,1.0,No,No,Fire Flower,390,55,7.0,Mario Strikers
Luigi,Toad Brigade,Koopa Kingdom,                  Standard Kart         ,Polterpup,A,D,B,25,Blocker,43.0,5.0,No,Yes,"Green Shell, Super Star",395,82,0.0,Super Mario World
Rosalina,Green Caps,Yoshi's Island,Circuit Special,Toad,B,B,A,22,Driver),160.0,1.0,Yes,Yes,"Green Shell, Super Mushroom, Red Shell",126,96,1.0,Super Mario World
Toadette,Dino Buddies,Yoshi's Island,Circuit Special,Yoshi,S,S,A,12,Item Specialist,93.0,4.0,No,No,"Banana Peel, Red Shell",405,96,7.0,Mario Kart 8 Deluxe
Toad,,Toad Town,         Mach 8                           ,Goomba,C,S,D,7,Driver,163.0,5.182,Yes,No,"1-Up Mushroom, Banana Peel",282,32,6.0,Mario Party Superstars
Yoshi,Koopa Clan,Toad Town,Scooter,Shy Guy,A,D,C,8,Driver,175.0,2.0,Yes,Yes,"Fire Flower, Green Shell",91,95,7.86005,Super Mario Odyssey
Bowser Jr.,Sarasaland Stars,                  Yoshi's Island                  ,Standard Kart,Luma,S,C,D,13,Blocker,-8.0,0.2832,Yes,Yes,"Fire Flower, Super Mushroom, Super Star",49,63,9.0,Mario Party Superstars
Luigi,Dino Buddies,Koopa Kingdom,Scooter,Luma,B,S,C,12,Item Specialist,136.0,5.0,Yes,No,"Super Mushroom, Super Star, 1-Up Mushroom",67,71,9.0,Super Mario Bros.
Mario,Sarasaland Stars,Toad Town,Circuit Special,Shy Guy,B,A,A,5,Blo)cker,71.0,5.0,Yes,Yes,"Fire Flower, Banana Peel, 1-Up Mushroom",33,91,3.451889,Super Mario World
Toadette,Sarasaland Stars,Toad Town,                  Standard Kart                  ,tOAD,B,C,C,9,Drifter,140.0,0.0,No,Yes,1-Up Mushroom,66,35,8.0,Mario Kart 8 Deluxe
Rosalina,Tricksters,Donut Plains,Mach 8,Koopa Troopa,C,S,B,11,Driver,26.0,1.0,No,Yes,Super Star,103,70,0.0,Super Mario World
Waluigi,Tricksters,Star World,Biddybuggy,pOLTERPUP,D,B,B,21,Blocker,177.0,4.0,Yes,No,Red Shell,401,32,6.0,Mario Tennis Aces
Luigi,RED CAPS,Star World,Standard Kart,Luma,C,C,S,6,Blocker,105.0,2.0,Yes,,"Super Mushroom, Red Shell, 1-Up Mushroom",224,36,4.0,Super Mario World
Bowser,Tricksters,Toad Town,Mach 8,Goomba,S,A,B,9,Driver,97.0,5.0,Yes,Yes,Fire Flower,457,74,10.0,Mario Party Superstars
Rosalina,SARASALAND STARS,Mushroom Kingdom,Scooter,Koopa Troopa,D,D,A,22,Item Spe#cialist,132.0,5.0,No,No,"Green Shell, Fire Flower, Banana Peel",96,39,8.99,Mario Party Superstars
Waluigi,GREEN CAPS,Yoshi's Island,Comet Bike,gOOMBA,A,B,C,21,Drifter,159.0,2.0,No,No,"Fire Flower, Green Shell",215,46,6.0,Mario Party Superstars
Bowser,TOAD BRIGADE,Koopa Kingdom,Mach 8,Polterpup,D,C,D,7,Drive.r,-67.0,4.0,Yes,,"Green Shell, Banana Peel, Fire Flower",366,84,0.0,Mario Party Superstars
Daisy,Koopa Clan,Donut Plains,Biddybuggy,Goomba,S,C,A,9,Blo&cker,99.0,2.0,Yes,,"Fire Flower, Red Shell, Green Shell",184,67,10.0,Super Mario Odyssey
Waluigi,Sarasaland Stars,         Yoshi's Island                  ,Pipe Frame,Koopa Troopa,D,A,B,26,Drifter,-17.0,2.0,Yes,,"Super Star, Green Shell, Super Mushroom",459,34,4.0,Super Mario Bros.
Mario,Koopa Clan,Mushroom Kingdom,Mach 8,Shy Guy,C,B,D,12,Drifter,118.0,5.0,No,Yes,"Red Shell, Fire Flower, Green Shell",17,71,8.07785,Mario Strikers
Bowser,Sarasaland Stars,Yoshi's Island,Pipe Frame,Yoshi,S,C,B,22,Speedster,-46.0,2.0,No,,"Red Shell, Super Star",314,57,4.0,Mario Tennis Aces
Toad,Dino Buddies,Star World,Comet Bike,Yoshi,D,D,B,26,Blocker,109.0,0.0,No,,"Red Shell, Fire Flower, 1-Up Mushroom",293,84,3.0,Mario Kart 8 Deluxe
Waluigi,KOOPA CLAN,Koopa Kingdom,Pipe Frame,Luma,D,B,C,21,Driver,-97.0,1.0,No,No,Red Shell,36,97,5.0,Mario Strikers
Mario,RED CAPS,Toad Town,Standard Kart,Luma,S,A,D,17,Item Specialist,-20.0,5.0,Yes,,Green Shell,469,37,6.0,Mario Party Superstars
Mario,Dino Buddies,Star World,Scooter,Yoshi,A,C,S,29,Drifter,7.0,4.0,No,,Banana Peel,3,88,8.0,Mario Strikers
Mario,Toad Brigade,Mushroom Kingdom,Circuit Special,Yoshi,B,D,A,16,Item Specialist,58.0,5.0,No,No,"Super Star, Red Shell",142,78,8.0,Super Mario Bros.
Bowser Jr.,Tricksters,Toad Town,Comet Bike,Koopa Troopa,D,A,B,16,Speedster,95.0,5.0,No,,"Green Shell, Red Shell",498,94,2.0,Mario Strikers
Bowser Jr.,Toad Brigade,Mushroom Kingdom,                           Pipe Frame                           ,Luma,S,S,C,23,Speedster,107.0,0.0,No,,Super Mushroom,27,40,3.0,Mario Tennis Aces
Toad,Mushroom Royalty,Donut Plains,Pipe Frame,Yoshi,B,B,C,15,Speedster,23.0,3.0,No,,Super Star,259,67,4.0,Super Mario World
,Mushroom Royalty,Koopa Kingdom,Mach 8,Polterpup,B,C,B,5,Item Specialist,200.0,4.0,Yes,Yes,"Super Star, Fire Flower",452,33,1.4445,Mario Tennis Aces
Yoshi,GREEN CAPS,Toad Town,Scooter,Polterpup,A,A,C,12,Speedster,62.0,3.0,No,Yes,"Fire Flower, Super Star",472,75,5.0,Mario Tennis Aces
Luigi,Toad Brigade,Mushroom Kingdom,                           Pipe Frame         ,Shy Guy,,S,S,22,Speedster,189.0,3.518,Yes,Yes,"1-Up Mushroom, Green Shell, Fire Flower",331,86,5.0,Mario Tennis Aces
Waluigi,Dino Buddies,Donut Plains,Circuit Special,Yoshi,A,B,B,6,Blo-cker,-63.0,1.0,Yes,,"Green Shell, 1-Up Mushroom, Super Star",14,59,8.0,Mario Kart 8 Deluxe
Toad,SARASALAND STARS,Mushroom Kingdom,Biddybuggy,Goomba,C,S,S,25,"Item S,pecialist",179.0,2.0,No,Yes,"Super Mushroom, Red Shell, Fire Flower",67,92,9.0,Mario Tennis Aces
Bowser,Koopa Clan,sTAR wORLD,Standard Kart,Shy Guy,A,B,C,13,Drifter,89.0,2.0,No,,Super Mushroom,120,94,6.0,Mario Tennis Aces
Rosalina,Koopa Clan,Toad Town,Mach 8,Toad,S,B,B,17,I)tem Specialist,54.0,2.0,Yes,,"Green Shell, Banana Peel, 1-Up Mushroom",409,68,1.0,Super Mario World
Bowser Jr.,Green Caps,Mushroom Kingdom,Mach 8,Shy Guy,B,S,C,25,Driver,181.0,5.0,No,,"Fire Flower, Super Mushroom",201,66,0.0,Mario Tennis Aces
Peach,Toad Brigade,Star World,Biddybuggy,Toad,C,S,D,8,Speedster,107.0,3.0,No,No,Banana Peel,29,73,8.0,Mario Strikers
Daisy,Tricksters,                           Mushroom Kingdom                  ,Scooter,Koopa Troopa,S,A,C,21,Item Specialist,143.0,2.0,No,,1-Up Mushroom,463,83,9.0,Super Mario World
Daisy,,Mushroom Kingdom,Standard Kart,Goomba,S,C,B,30,Blocker,193.0,1.6261,Yes,,Super Star,462,62,5.0,Mario Party Superstars
,GREEN CAPS,Yoshi's Island,Pipe Frame,Koopa Troopa,S,C,A,29,Speedster,170.0,3.0,Yes,,1-Up Mushroom,290,83,9.0,Super Mario Bros.
Luigi,Mushroom Royalty,Mushroom Kingdom,Mach 8,sHY gUY,B,D,A,13,Speedster,18.0,5.0,Yes,Yes,"Fire Flower, Green Shell",68,98,10.0,Mario Party Superstars
Rosalina,Koopa Clan,Yoshi's Island,Scooter,Yoshi,B,S,B,19,Speedster,13.0,3.0,No,No,"1-Up Mushroom, Super Mushroom, Green Shell",282,37,7.0,Super Mario Bros.
Bowser,Red Caps,Star World,                  Mach 8                           ,Koopa Troopa,S,D,S,6,Drifter,-20.0,1.0,Yes,Yes,"Green Shell, Super Mushroom",148,52,10.0,Mario Party Superstars
Daisy,GREEN CAPS,Mushroom Kingdom,Biddybuggy,Yoshi,A,S,S,13,Drifter,129.0,3.0,Yes,Yes,Banana Peel,493,67,0.0,Mario Party Superstars
Rosalina,Mushroom Royalty,Star World,                  Mach 8                  ,Luma,B,A,C,13,Speedster,-5.0,2.0,Yes,No,Super Star,174,78,8.0,Mario Party Superstars
Luigi,Koopa Clan,Star World,                  Scooter         ,Goomba,,B,D,8,Drifter,5.0,3.0,No,Yes,"Super Star, Fire Flower, Red Shell",62,95,10.0,Mario Kart 8 Deluxe
Yoshi,Red Caps,Yoshi's Island,Standard Kart,Yoshi,D,C,B,20,Driver,6.0,3.0,Yes,No,"Green Shell, Super Mushroom",358,49,2.0,Super Mario World
,Tricksters,Mushroom Kingdom,Comet Bike,Koopa Troopa,C,D,D,13,Driver,70.0,0.0,Yes,Yes,"Fire Flower, Banana Peel",238,35,7.0,Mario Strikers
Daisy,Green Caps,Koopa Kingdom,Mach 8,Luma,,D,C,23,Blocke[r,144.0,0.0,No,,"1-Up Mushroom, Green Shell, Super Mushroom",336,74,6.9255,Super Mario Bros.
,Dino Buddies,Donut Plains,Circuit Special,Yoshi,D,A,A,10,Speedst=er,191.0,4.087048,Yes,,"Green Shell, Super Mushroom, Banana Peel",242,90,10.0,Mario Tennis Aces
,,Yoshi's Island,Comet Bike,Shy Guy,S,D,B,27,D@river,92.0,0.4097,Yes,Yes,"Red Shell, Super Star",95,78,7.0,Mario Strikers
,Green Caps,Toad Town,Mach 8,Goomba,A,C,A,26,Item Specialist\,107.0,0.0,No,,1-Up Mushroom,288,38,6.0,Mario Tennis Aces
Toadette,Tricksters,Koopa Kingdom,Comet Bike,Polterpup,C,S,A,26,Speedster,145.0,3.0,No,Yes,"Green Shell, Super Mushroom",360,81,8.0,Mario Party Superstars
,Toad Brigade,Toad Town,Scooter,Toad,C,B,C,30,Item Specialist,7.0,5.0,No,,"Banana Peel, Red Shell",231,68,2.0,Mario Tennis Aces
Bowser Jr.,SARASALAND STARS,Donut Plains,Biddybuggy,yOSHI,D,S,B,17,Item Specialist,123.0,1.0,Yes,,"Super Mushroom, Green Shell, Red Shell",0,53,0.0,Super Mario World
Mario,Dino Buddies,Koopa Kingdom,Standard Kart,Koopa Troopa,D,A,B,27,Speedster,24.0,0.908283,No,,"1-Up Mushroom, Super Mushroom, Green Shell",223,87,2.0,Mario Kart 8 Deluxe
Waluigi,Dino Buddies,Koopa Kingdom,Scooter,Yoshi,D,B,S,6,Drifter,-90.0,4.0,Yes,Yes,"Fire Flower, Super Mushroom, Banana Peel",384,89,8.0,Super Mario World
Waluigi,GREEN CAPS,Yoshi's Island,         Biddybuggy                           ,Yoshi,A,S,C,15,Drifter,-22.0,2.0,Yes,No,"1-Up Mushroom, Banana Peel, Red Shell",182,48,1.0,Super Mario World
Toad,Green Caps,Toad Town,Pipe Frame,Luma,D,B,S,25,Drifter,161.0,3.0,No,No,"Super Star, Fire Flower, Super Mushroom",70,45,3.78,Mario Tennis Aces
Toad,Tricksters,Donut Plains,Scooter,Yoshi,A,C,S,26,Item Specialist,160.0,5.0,No,No,"1-Up Mushroom, Red Shell, Super Mushroom",12,70,8.0,Super Mario Odyssey
Mario,Green Caps,Toad Town,         Comet Bike                           ,Polterpup,C,A,B,23,Drifter,37.0,4.0,Yes,,"Fire Flower, Green Shell, 1-Up Mushroom",302,29,3.0,Mario Tennis Aces
Yoshi,Koopa Clan,Yoshi's Island,Pipe Frame,Koopa Troopa,C,C,A,28,Speedster,101.0,2.96,No,,"Banana Peel, 1-Up Mushroom, Fire Flower",493,88,2.0,Super Mario Bros.
Daisy,,Toad Town,                           Scooter         ,Yoshi,D,B,A,30,Blocker,184.0,2.0,No,No,Super Star,177,45,3.0,Super Mario Odyssey
Bowser Jr.,Green Caps,Yoshi's Island,Mach 8,Toad,C,C,S,18,Drifter,-55.0,3.0,Yes,No,"Green Shell, Banana Peel, Fire Flower",176,48,1.209,Mario Party Superstars
Bowser Jr.,SARASALAND STARS,         Star World                  ,Pipe Frame,Koopa Troopa,S,C,D,5,Speedster,-31.0,1.0,Yes,No,Fire Flower,5,40,3.0,Mario Strikers
Luigi,,mUSHROOM kINGDOM,Circuit Special,Goomba,S,D,S,15,Item Specialist,181.0,4.0,Yes,No,"Green Shell, Banana Peel, Fire Flower",74,81,9.0,Mario Tennis Aces
Waluigi,Green Caps,Toad Town,Mach 8,Polterpup,B,B,B,28,Item Specialist,-22.0,2.0,No,Yes,"Banana Peel, Green Shell, 1-Up Mushroom",315,49,9.0,Super Mario Odyssey
Bowser Jr.,KOOPA CLAN,dONUT pLAINS,Mach 8,Goomba,C,S,B,21,Item Specialist,135.0,4.0,Yes,Yes,"Super Mushroom, Green Shell",191,63,4.0,Super Mario Odyssey
Daisy,,Mushroom Kingdom,Scooter,Polterpup,B,D,A,28,Item Specialist,96.0,3.0,No,,"1-Up Mushroom, Green Shell",99,27,2.0,Mario Tennis Aces
Rosalina,Red Caps,Star World,Biddybuggy,Toad,D,C,D,22,Driver,-95.0,5.0,Yes,No,"1-Up Mushroom, Green Shell, Fire Flower",58,94,7.0,Mario Kart 8 Deluxe
Yoshi,Mushroom Royalty,         Yoshi's Island                  ,Scooter,Shy Guy,B,A,D,29,Blocker,87.0,1.0,No,Yes,"Banana Peel, Fire Flower",492,67,10.0,Mario Kart 8 Deluxe
Wario,Red Caps,Koopa Kingdom,Circuit Special,Shy Guy,C,D,A,16,Blocker,99.0,2.0,Yes,,Fire Flower,233,36,1.0,Mario Tennis Aces
Daisy,Toad Brigade,Koopa Kingdom,Standard Kart,Luma,S,B,B,29,Bloc;ker,44.0,1.0,Yes,,"Banana Peel, 1-Up Mushroom",331,96,5.0,Super Mario Odyssey
Daisy,Tricksters,Koopa Kingdom,Biddybuggy,Luma,D,D,D,22,Blocker,-98.0,5.0,Yes,,"Green Shell, Red Shell, Super Mushroom",8,78,1.0,Super Mario World
,Dino Buddies,Mushroom Kingdom,Biddybuggy,Luma,B,C,A,16,Drifter,-9.0,3.0,No,Yes,"Super Star, Banana Peel",266,97,0.0,Mario Tennis Aces
,Red Caps,Mushroom Kingdom,         Scooter                  ,Shy Guy,B,B,D,13,D`rifter,-89.0,3.0,Yes,No,"1-Up Mushroom, Fire Flower, Red Shell",134,50,4.0,Mario Tennis Aces
,Mushroom Royalty,Mushroom Kingdom,Biddybuggy,Yoshi,D,C,D,24,Driver,190.0,1.0,No,,"Super Star, Banana Peel, Green Shell",95,31,2.0,Mario Party Superstars
Rosalina,Toad Brigade,Toad Town,                  Biddybuggy         ,Toad,B,A,C,9,Dr'iver,83.0,0.0,Yes,,"Banana Peel, Super Mushroom, Red Shell",323,71,8.0,Mario Party Superstars
Rosalina,MUSHROOM ROYALTY,Mushroom Kingdom,                           Pipe Frame                  ,Toad,C,A,A,14,Driver,188.0,3.0,No,Yes,Green Shell,90,42,1.0,Mario Tennis Aces
,Red Caps,Yoshi's Island,Comet Bike,Goomba,S,B,A,7,Driver,93.0,5.0,No,Yes,Green Shell,446,69,8.0,Super Mario Odyssey
Wario,Toad Brigade,Yoshi's Island,Comet Bike,Luma,D,A,C,17,Driver,154.0,0.0,No,Yes,"Banana Peel, Super Mushroom, Super Star",467,94,9.0,Mario Party Superstars
Rosalina,Tricksters,Star World,         Circuit Special                  ,Polterpup,D,A,D,23,Driver,-61.0,5.95,Yes,,1-Up Mushroom,446,37,7.0,Mario Strikers
Yoshi,Green Caps,Toad Town,Mach 8,Koopa Troopa,A,D,A,12,Speedster,82.0,4.0,No,Yes,Fire Flower,435,79,9.0,Mario Tennis Aces
,Toad Brigade,Donut Plains,Biddybuggy,Goomba,B,S,C,11,Blocker,4.0,4.0,Yes,,"Red Shell, 1-Up Mushroom, Super Star",32,52,3.0,Mario Strikers
,Koopa Clan,Yoshi's Island,         Circuit Special                  ,Goomba,C,C,S,11,Speedster,166.0,3.00749,Yes,Yes,"Super Mushroom, Green Shell",62,41,0.0,Mario Kart 8 Deluxe
,GREEN CAPS,Toad Town,                  Scooter                           ,Goomba,A,A,C,25,Speedster,-96.0,2.0,No,,"Fire Flower, 1-Up Mushroom, Green Shell",303,89,10.0,Mario Strikers
Rosalina,KOOPA CLAN,Koopa Kingdom,                  Pipe Frame                           ,Goomba,B,S,S,6,Dr.iver,-49.0,5.0,Yes,No,"Red Shell, 1-Up Mushroom",0,38,8.0,Mario Party Superstars
,,Yoshi's Island,                  Standard Kart         ,Toad,D,S,B,27,Blocker,149.0,2.0,No,,"Super Star, Red Shell",382,34,5.0,Mario Kart 8 Deluxe
Toadette,Red Caps,Mushroom Kingdom,Mach 8,Polterpup,B,B,S,24,Speedster,-87.0,5.0,No,Yes,"Green Shell, Super Star, Banana Peel",18,72,3.0,Mario Party Superstars
Luigi,Mushroom Royalty,Koopa Kingdom,         Standard Kart                           ,Koopa Troopa,C,D,D,22,Blo`cker,157.0,2.0,No,No,"Green Shell, Red Shell, Banana Peel",362,78,9.0,Mario Tennis Aces
,Toad Brigade,Yoshi's Island,         Biddybuggy         ,Polterpup,S,A,C,14,Speedster,61.0,2.0,No,No,"Super Mushroom, Super Star, Red Shell",422,52,6.0,Mario Tennis Aces
Bowser,Green Caps,Donut Plains,         Standard Kart                           ,Yoshi,B,A,A,20,Blocker,47.0,2.0,No,,Green Shell,100,39,6.0,Super Mario Bros.
,Red Caps,Toad Town,Circuit Special,Shy Guy,S,C,B,8,Blocker,-82.0,1.0,Yes,,"Super Star, Fire Flower",202,76,6.0,Super Mario Bros.
Yoshi,Sarasaland Stars,                           Donut Plains                  ,                  Comet Bike                           ,Koopa Troopa,D,S,D,17,Drifter,107.0,2.0,No,No,Super Mushroom,206,76,0.0,Super Mario Odyssey
Peach,Red Caps,Koopa Kingdom,Standard Kart,Polterpup,B,B,S,23,Item Specialist,-23.0,5.0,Yes,No,Green Shell,379,64,8.0,Mario Tennis Aces
Rosalina,Toad Brigade,Mushroom Kingdom,         Scooter         ,Goomba,A,S,S,14,S_peedster,-92.0,1.0,No,No,"Super Mushroom, Red Shell",474,78,10.0,Mario Kart 8 Deluxe
Yoshi,Koopa Clan,Yoshi's Island,Scooter,gOOMBA,A,A,S,23,Speedster,96.0,4.0,No,,Green Shell,491,78,4.0,Mario Strikers
Luigi,Sarasaland Stars,Koopa Kingdom,Scooter,Yoshi,A,S,S,10,Blo^cker,192.0,0.0,No,No,"Red Shell, Banana Peel",222,73,2.0,Super Mario Bros.
Luigi,Green Caps,Star World,Pipe Frame,Toad,B,S,D,18,S'peedster,179.0,0.0,Yes,No,"Super Star, Fire Flower, 1-Up Mushroom",88,46,2.0,Mario Tennis Aces
Rosalina,Tricksters,Toad Town,Biddybuggy,Yoshi,B,B,S,21,Item Specialist,57.0,5.0,Yes,Yes,"Fire Flower, Green Shell",69,93,2.0,Mario Kart 8 Deluxe
Waluigi,Koopa Clan,Star World,Scooter,Shy Guy,D,C,B,9,Blocker,70.0,5.0,Yes,Yes,"Banana Peel, Fire Flower, Super Mushroom",298,85,4.0,Super Mario Odyssey
Luigi,RED CAPS,Koopa Kingdom,Mach 8,Shy Guy,B,C,D,29,Item Specialist,127.0,2.0,No,Yes,"Fire Flower, Banana Peel, Super Mushroom",246,83,5.0,Mario Kart 8 Deluxe
Toad,Tricksters,Star World,                  Standard Kart                           ,Polterpup,B,S,D,20,Speedster,42.0,3.52,No,No,"Fire Flower, Super Star",460,36,1.0,Mario Party Superstars
Wario,TOAD BRIGADE,Donut Plains,Pipe Frame,Toad,A,D,A,7,Drifter,150.0,2.0,No,No,"Fire Flower, Red Shell, Green Shell",213,45,6.0,Super Mario Odyssey
,Green Caps,Donut Plains,Circuit Special,Toad,A,B,B,11,Item Specialist,-10.0,1.0,Yes,,"Super Mushroom, Super Star, Green Shell",269,93,4.0,Mario Tennis Aces
Bowser,Tricksters,Koopa Kingdom,Scooter,Koopa Troopa,C,S,B,25,Driver,111.0,2.0,No,,Green Shell,415,44,7.0,Mario Kart 8 Deluxe
,Red Caps,Star World,Standard Kart,Luma,S,D,D,24,Speeds&ter,148.0,1.0,No,,Red Shell,430,90,3.0,Super Mario World
Toad,Dino Buddies,Star World,Pipe Frame,Goomba,D,D,B,29,Driver,87.0,3.0,No,,"1-Up Mushroom, Green Shell, Fire Flower",394,72,0.0,Super Mario Bros.
Bowser,KOOPA CLAN,Star World,Biddybuggy,Luma,C,C,A,5,Driver,-84.0,5.08,Yes,,Green Shell,416,62,6.0,Super Mario World
Daisy,Mushroom Royalty,Star World,Standard Kart,Goomba,A,S,D,11,Drifter,-78.0,4.0,Yes,,"Banana Peel, Red Shell, Super Star",316,93,0.0,Mario Party Superstars
Yoshi,Tricksters,Yoshi's Island,Pipe Frame,Yoshi,D,S,S,26,Blocker,116.0,2.0,No,,"Super Mushroom, Banana Peel",14,57,0.0,Super Mario Bros.
Toadette,Sarasaland Stars,Mushroom Kingdom,Mach 8,Polterpup,S,A,C,7,Blocker,155.0,1.0,Yes,No,Green Shell,405,26,10.0,Mario Party Superstars
Bowser Jr.,Green Caps,Yoshi's Island,Circuit Special,Yoshi,S,B,C,26,Item Specialist,26.0,4.0,No,No,"Green Shell, Red Shell, 1-Up Mushroom",17,69,5.0,Super Mario World
Daisy,KOOPA CLAN,Donut Plains,Mach 8,Polterpup,S,B,A,5,Blocker,138.0,3.0,Yes,Yes,"Banana Peel, 1-Up Mushroom, Super Star",304,53,1.0,Mario Party Superstars
,Tricksters,Koopa Kingdom,Pipe Frame,Yoshi,D,D,C,21,Item Specialist,146.0,3.0,No,,"Red Shell, Banana Peel, 1-Up Mushroom",21,92,5.0,Mario Tennis Aces
Wario,Dino Buddies,Koopa Kingdom,Pipe Frame,Koopa Troopa,D,D,B,6,Speedster,104.0,5.701,No,,"Super Mushroom, Green Shell",205,40,6.0,Mario Party Superstars
Waluigi,Tricksters,Star World,                           Scooter                           ,lUMA,D,D,D,13,Driver,110.0,5.0,Yes,No,"Super Star, Super Mushroom",225,58,0.0,Super Mario World
Daisy,Sarasaland Stars,Star World,Biddybuggy,Toad,C,D,C,26,Drifter,-66.0,5.846356,No,,"Green Shell, Banana Peel, Fire Flower",119,40,10.0,Mario Tennis Aces
Daisy,Toad Brigade,Toad Town,                  Pipe Frame                           ,Koopa Troopa,,C,S,11,Item Spec'ialist,28.0,1.0,Yes,No,Super Star,4,30,10.0,Super Mario Bros.
,Mushroom Royalty,Mushroom Kingdom,Scooter,Luma,S,D,C,10,Blocker,64.0,2.0,Yes,Yes,"Banana Peel, Green Shell",127,87,6.0,Super Mario World
Luigi,Toad Brigade,Yoshi's Island,         Scooter                           ,Goomba,B,A,D,21,Blocker,-17.0,4.0,No,Yes,"Super Mushroom, 1-Up Mushroom",343,28,3.0,Mario Strikers
Mario,MUSHROOM ROYALTY,Yoshi's Island,         Scooter                           ,Luma,S,C,D,24,Blocker,110.0,0.0,Yes,,Super Star,364,46,5.0,Mario Kart 8 Deluxe
Mario,Mushroom Royalty,Koopa Kingdom,Mach 8,Goomba,S,A,B,6,Driver,85.0,3.255,Yes,No,Super Mushroom,302,47,0.0,Super Mario World
Bowser,Toad Brigade,Koopa Kingdom,         Scooter                  ,Polterpup,C,C,A,22,Blocker,123.0,1.0,Yes,Yes,"Super Star, Banana Peel",386,87,5.0,Mario Strikers
Yoshi,RED CAPS,         Koopa Kingdom                  ,                           Standard Kart                           ,Koopa Troopa,S,C,D,29,Blocker,34.0,5.146,No,,"Fire Flower, Banana Peel",256,55,1.0,Super Mario World
Wario,Red Caps,Koopa Kingdom,Scooter,Polterpup,B,D,C,19,Item Specialist,-46.0,1.0,Yes,Yes,Super Star,398,49,4.0,Mario Tennis Aces
Mario,DINO BUDDIES,Star World,         Scooter         ,Toad,D,D,S,17,Item Specialist,-66.0,2.0,No,No,"Banana Peel, Super Star",395,86,8.0,Mario Party Superstars
Toad,Red Caps,                  Koopa Kingdom                  ,Mach 8,kOOPA tROOPA,S,C,D,10,Speedster,88.0,5.0,Yes,,1-Up Mushroom,160,47,1.0,Super Mario Bros.
